,Song_Name,Artist,Length,Bpm,Key,Loudness,Popularity,Energy,Speechiness,Danceability,Positiveness,Liveness,Instrumentalness,Release_Date,Country_Code
843,Take The A Train - Live Rome Marevio Ckassic Jazz Festival 2006,Lino Patruno,03:47,79,C Major,-13.98db,0%,46%,4%,60%,76%,93%,92%,20th June 2021,ITE871605484
844,Till It Happens To You,Corinne Bailey Rae,04:38,120,C# Minor,-11.79db,57%,23%,5%,66%,7%,9%,0%,1st January 2006,GBAYE0501665
845,Sweet Sue / Just You - Live Rome Marveio Classic Jazz Festival 2006,Lino Patruno,04:50,114,G Major,-11.66db,0%,26%,5%,54%,49%,67%,0%,20th June 2021,ITE871605489
846,Step Up,Samantha Jade,03:25,102,F# Major,-2.23db,51%,92%,24%,46%,55%,34%,0%,8th August 2006,USJI10600295
847,"Dead Heart in a Dead World - live at the Zeche Bochum, Germany, Octobe...",Nevermore,04:41,101,F# Major,-5.24db,9%,96%,19%,20%,19%,70%,2%,13th July 2008,US4E40831012
848,From The Inside Out - Live,Hillsong UNITED,06:18,138,C Major,-8.13db,49%,48%,3%,45%,13%,10%,0%,13th March 2006,AUHS00602230
849,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
850,Poor Unfortunate Souls,Pat Carroll,04:51,74,C Major,-17.28db,60%,18%,10%,38%,37%,37%,0%,1st January 2006,USWD10220402
851,Take You with Me,"Edwin Yearwood, Lady Saw",04:29,102,C Major,-5.55db,2%,79%,13%,90%,64%,6%,0%,11th December 2007,USVPR0510910
852,Careless Whisper - Remastered,George Michael,05:03,77,D Minor,-8.88db,48%,64%,3%,60%,79%,32%,0%,11th November 2006,GBARL0601610
853,Up Above My Head I Hear Music in the Air - 2006 Remaster,"Long John Baldry And The Hoochie Coochie Men, Rod Stewart",02:52,106,C Major,-7.72db,5%,80%,13%,61%,82%,11%,0%,1st January 2006,GBAYE0501908
854,童話,Michael Wong,04:06,136,F# Major,-7.28db,58%,40%,3%,54%,30%,11%,0%,15th September 2006,TWA450582102
855,夏・スイカ・27才,Newrotica,03:16,118,D Major,-3.2db,2%,97%,14%,59%,76%,33%,0%,24th May 2006,JPB450600644
856,The Flower Duet,"Katherine Jenkins, Kiri Te Kanawa, Philharmonia Orchestra, Anthony Inglis",03:50,102,B Major,-12.97db,53%,29%,4%,32%,8%,10%,0%,1st January 2006,GBUM70604477
857,Moderation - Buck Rodger's Favorite Mix,Light Year,04:39,124,F Minor,-6.92db,0%,90%,38%,74%,55%,35%,9%,20th June 2021,AUGB20800308
858,,,00:00,0,,0db,0%,0%,0%,0%,0%,0%,0%,1st January 1970,N/A
859,Bammer Bitch,"Mistah F.A.B., Slimmy B",03:21,100,E Minor,-7.03db,15%,73%,26%,86%,51%,59%,0%,24th August 2018,USUYG1213929
860,Smile,Lily Allen,03:16,96,F Major,-5.94db,54%,64%,3%,63%,73%,22%,0%,17th July 2006,GBAYE0600634
861,Hyphy Story,Mistah F.A.B.,03:27,95,C# Major,-7.48db,8%,71%,58%,65%,68%,36%,0%,24th August 2018,USUYG1213926
862,B Your Boy,Voom,03:14,154,B Minor,-5.26db,27%,94%,7%,56%,59%,5%,69%,20th June 2021,NZLC00600024
863,I Bet You Won't,Mistah F.A.B.,02:43,100,C# Major,-8.03db,9%,59%,6%,90%,60%,11%,0%,24th August 2018,USUYG1213939
864,I'd Rather,Luther Vandross,04:19,120,C Major,-8.46db,60%,47%,3%,71%,52%,11%,0%,20th June 2021,USJAY0600305
865,Don't Worry Be Hyphy,"Mistah F.A.B., G-Eazy, Clyde Carson",03:03,97,G Major,-8.36db,9%,53%,36%,60%,35%,10%,0%,24th August 2018,USUYG1213946
866,Blind to You,Collie Buddz,03:47,156,A Major,-4.36db,49%,87%,41%,62%,72%,4%,0%,20th June 2021,USSM10702179
867,Shaheed Akbar,Mistah F.A.B.,03:38,88,D Major,-7.92db,4%,77%,46%,54%,63%,15%,0%,24th August 2018,USUYG1213941
868,I'm Not Missing You,Stacie Orrico,04:12,92,F# Major,-5.2db,49%,70%,24%,69%,65%,9%,0%,1st January 2006,USVI20600219
869,She Asked Me,Mistah F.A.B.,03:38,187,C# Major,-8.59db,10%,47%,38%,66%,40%,11%,0%,24th August 2018,USUYG1213942
870,"Hey, That's No Way to Say Goodbye",Masonic,03:49,137,A Major,-9.05db,0%,46%,3%,45%,20%,11%,0%,17th August 2020,QZK6M2081963
871,Bomb Intro / Pass That Dutch,Missy Elliott,03:37,111,A# Minor,-10.36db,59%,67%,27%,90%,33%,37%,3%,4th September 2006,USEE10301720
872,Everytime This Happens,Masonic,03:30,146,C Major,-6.1db,0%,87%,6%,38%,63%,17%,0%,17th August 2020,QZK6M2081962
873,Boy From School,Hot Chip,05:19,126,G# Minor,-3.96db,57%,86%,3%,63%,50%,8%,0%,22nd May 2006,GBAYE0501638
874,Regret Is All,Masonic,03:21,126,A Major,-7.12db,0%,91%,4%,48%,53%,38%,0%,17th August 2020,QZK6M2081958
875,Bop To The Top,"Ryan, Sharpay Evans, High School Musical Cast",01:47,112,G Minor,-5.15db,56%,81%,7%,60%,93%,4%,0%,1st January 2006,USWD10527741
876,Moving On,Masonic,04:22,100,C Major,-8.24db,0%,66%,3%,48%,70%,14%,0%,17th August 2020,QZK6M2081964
877,Unappreciated,Cherish,03:55,77,G Minor,-6.7db,50%,52%,9%,74%,37%,7%,0%,1st January 2006,USCA20600599
878,Come Back Anytime,Masonic,02:27,145,B Minor,-7.92db,0%,77%,6%,65%,97%,5%,2%,17th August 2020,QZK6M2081967
879,Lose Your Power,Katchafire,03:28,96,C Major,-6.36db,29%,60%,4%,72%,96%,32%,0%,24th May 2006,JMA271501709
880,Under the Radar,Masonic,02:47,117,D Major,-9.62db,0%,57%,3%,61%,36%,11%,0%,17th August 2020,QZK6M2081961
881,Walk with Me In Hell,Lamb of God,05:11,111,C Minor,-3.83db,59%,98%,13%,29%,12%,31%,1%,21st August 2006,USSM10602948
882,Way Gone By,Masonic,03:18,117,A Minor,-9.46db,0%,52%,3%,47%,65%,19%,0%,17th August 2020,QZK6M2081957
883,The Stand - Live,Hillsong UNITED,06:51,141,A Major,-11.46db,47%,31%,3%,21%,7%,13%,0%,13th March 2006,AUHS00602240
884,Elijah's Lullaby,Masonic,03:02,134,E Major,-13.66db,0%,41%,5%,59%,42%,28%,0%,17th August 2020,QZK6M2081966
885,Hands Up,"Lloyd Banks, 50 Cent",04:00,95,C# Major,-2.28db,58%,88%,22%,80%,59%,51%,0%,1st January 2006,USUM70604407
886,Sunlight Shines Through Me,Masonic,04:16,120,G Major,-8.38db,0%,80%,3%,61%,26%,11%,0%,17th August 2020,QZK6M2081965
887,Hard to Concentrate,Red Hot Chili Peppers,04:01,106,G Major,-7.33db,56%,50%,3%,64%,33%,31%,0%,9th May 2006,USWB10601606
888,Repeat My Fate,Masonic,03:26,150,C Major,-9.13db,0%,68%,4%,54%,77%,44%,0%,17th August 2020,QZK6M2081960
889,Rapture,"iio, Nadia Ali",04:13,124,G# Major,-8.4db,56%,86%,4%,66%,60%,20%,2%,27th June 2006,US4BR0500030
890,Lifetime of Deception,Masonic,03:59,142,F Major,-7.05db,0%,93%,6%,41%,86%,16%,0%,17th August 2020,QZK6M2081959
891,Good People (Get Together),The Black Seeds,04:27,95,A# Minor,-5.34db,16%,79%,11%,80%,76%,25%,0%,20th June 2021,NZEM00600058
892,"Lagunen-Walzer, Op. 411","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",08:15,96,D Major,-23.8db,2%,8%,4%,25%,18%,70%,78%,20th June 2021,USSM11305856
893,Futures,"Zero 7, José González",03:53,142,D Minor,-10.69db,54%,52%,3%,60%,38%,10%,7%,22nd May 2006,GBAHS0600012
894,White Sand,Sunlounger,03:43,132,F# Minor,-8.07db,0%,84%,3%,67%,58%,21%,92%,12th April 2013,NLF710600750
895,You Know What - Main,"Avant, Lil Wayne",03:47,79,E Major,-5.94db,38%,63%,10%,76%,89%,22%,0%,1st January 2006,USUM70503750
896,"Eingesendet, Polka schnell, Op. 240","Josef Strauss, Mariss Jansons, Wiener Philharmoniker",01:58,88,D# Major,-18.92db,3%,49%,12%,53%,81%,79%,85%,20th June 2021,USSM11305841
897,SOS,Rihanna,03:58,137,G Major,-4.91db,73%,67%,4%,68%,53%,41%,0%,10th April 2006,USUM70507379
898,"Du und Du, Walzer, Op. 367","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",07:21,106,F Major,-21.19db,2%,11%,4%,35%,23%,65%,87%,20th June 2021,USSM11305852
899,Gold Lion,Yeah Yeah Yeahs,03:07,159,A Major,-3.35db,55%,86%,7%,52%,26%,9%,0%,1st January 2006,USUM70600433
900,"Aufs Korn! Marsch, Op. 478","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",02:33,113,D# Major,-16.73db,3%,59%,19%,46%,27%,72%,88%,20th June 2021,USSM11305838
901,You Got It,Roy Orbison,03:31,115,A Major,-9.91db,52%,63%,3%,65%,67%,15%,0%,28th March 2006,USV128900001
902,Shipwrecked - Mike Foyle vs John O'Callaghan Club Mix,"Mike Foyle, John O'Callaghan",03:32,132,C# Minor,-8db,0%,97%,3%,55%,68%,70%,77%,12th April 2013,NLF711304413
903,The Rose,Westlife,03:38,130,A Major,-9.66db,53%,20%,3%,28%,18%,8%,0%,20th November 2006,GBARL0601591
904,Der Zigeunerbaron: Einzugsmarsch,"Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",03:10,116,A# Major,-17.53db,3%,52%,11%,60%,61%,65%,92%,20th June 2021,USSM11305845
905,The Summer Wind,Madeleine Peyroux,03:55,100,G# Major,-14.99db,45%,22%,3%,66%,23%,12%,40%,1st January 2006,USRO20625202
906,"Die Mozartisten, Walzer, Op. 196","Joseph Lanner, Mariss Jansons, Wiener Philharmoniker",09:37,104,E Major,-22.16db,3%,10%,4%,30%,19%,69%,93%,20th June 2021,USSM11305847
907,What Goes Around.../...Comes Around (Interlude),Justin Timberlake,07:28,76,G Major,-4.79db,57%,73%,18%,69%,38%,59%,0%,13th September 2006,USJI10600479
908,Tracking Treasure Down - Original Mix Edit,"Gabriel & Dresden, Molly Bancroft, Dyro",04:56,136,B Major,-7.17db,0%,71%,5%,60%,27%,33%,5%,12th April 2013,NLF711304412
909,Incinerate,Sonic Youth,04:55,152,G# Major,-8.02db,55%,85%,3%,44%,47%,15%,64%,1st January 2006,USUM70602004
910,"Lob der Frauen, Polka Mazur, Op. 315","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",04:24,66,D Major,-27.75db,2%,3%,6%,20%,24%,96%,86%,20th June 2021,USSM11305842
911,Lights And Sounds,Yellowcard,03:28,168,B Minor,-3.68db,61%,97%,12%,34%,39%,29%,0%,1st January 2006,USCA20501001
912,Endorphine - Arizona Remix Edit,"C-Quence, Arizona",03:06,138,E Major,-7.65db,0%,95%,8%,44%,4%,37%,94%,12th April 2013,NLF711304414
913,New Day Come,Shapeshifter,07:15,175,G Major,-7.73db,17%,89%,6%,51%,8%,17%,71%,1st January 2006,NZTT00600001
914,Take Me Higher,Mischa Daniels,03:27,130,E Minor,-6.38db,0%,97%,4%,66%,80%,40%,78%,12th April 2013,NLF710600782
915,Pride and Joy,Stevie Ray Vaughan,03:39,127,G# Major,-9.76db,56%,69%,4%,43%,75%,10%,1%,20th June 2021,USSM18300418
916,"Ohne Sorgen! Polka schnell, Op. 271","Josef Strauss, Mariss Jansons, Wiener Philharmoniker",01:54,90,C Major,-15.79db,3%,61%,23%,57%,64%,69%,81%,20th June 2021,USSM11305844
917,She's Only 18,Red Hot Chili Peppers,03:25,141,D Minor,-3.74db,54%,71%,8%,57%,51%,33%,0%,9th May 2006,USWB10601595
918,Zero - Radio Edit,Simon & Shaker,03:26,130,B Minor,-9.89db,0%,90%,5%,53%,69%,6%,21%,12th April 2013,NLF710600803
919,Story,AI,04:48,126,C Major,-4.71db,58%,63%,3%,59%,39%,11%,0%,27th September 2006,JPPO00504460
920,"Spanischer Marsch, Op. 433","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",05:05,113,D# Major,-19.52db,3%,24%,6%,43%,36%,71%,95%,20th June 2021,USSM11305851
921,Copacabana (At the Copa),Barry Manilow,03:56,117,G Minor,-6.41db,59%,90%,8%,61%,66%,8%,0%,12th September 2006,USAR10601640
922,Louder,"Jose Amnesia, Jennifer Rene",04:30,126,C# Major,-6.23db,0%,98%,4%,65%,37%,14%,83%,12th April 2013,NLF710702093
923,Appetite For Destruction,N.W.A.,03:08,106,G Major,-7.64db,55%,80%,18%,83%,40%,9%,0%,26th December 2006,USPO19100005
924,Ice Beach - Radio Edit,"Niklas Harding, Arcane",04:01,132,G Major,-8.24db,0%,96%,4%,56%,46%,31%,89%,12th April 2013,NLF711304415
925,True Love Ways,Buddy Holly,02:48,83,A# Major,-18.74db,57%,14%,3%,28%,31%,21%,6%,18th April 2006,USMC15805869
926,"Éljen a Magyar! Polka schnell, Op. 332","Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",02:43,179,C Major,-17.23db,5%,51%,10%,43%,45%,84%,70%,20th June 2021,USSM11305857
927,"Pop, Lock & Drop It - Video Edit",Huey,04:21,144,B Minor,-6.86db,55%,64%,22%,72%,65%,35%,0%,20th June 2021,USJI10700459
928,Arisen,Arksun,03:54,138,F Minor,-10.44db,0%,92%,4%,46%,26%,11%,90%,12th April 2013,NLF710600756
929,Henrietta,The Fratellis,03:31,122,F# Minor,-3.14db,47%,95%,8%,61%,84%,23%,0%,1st January 2006,GBUM70601574
930,Liebesbotschaft Galopp,"Johann Strauss II, Mariss Jansons, Wiener Philharmoniker",02:43,159,D Major,-16.67db,3%,66%,10%,53%,36%,94%,91%,20th June 2021,USSM11305848
931,Bliss (Live),Th' Dudes,05:48,132,A Major,-3.97db,26%,91%,11%,32%,46%,91%,0%,15th October 2006,NZEM00600129
932,My Woman,Anton Welin,02:31,132,G Major,-8.73db,0%,53%,3%,58%,84%,32%,0%,19th November 2017,QZANL1759796
933,Postcards from Italy,Beirut,04:17,110,F Major,-7.32db,59%,57%,3%,62%,40%,12%,4%,6th May 2006,USCPT0600023
934,Whomp,Marc Pattison,04:20,115,B Major,-5.64db,0%,90%,7%,48%,18%,12%,76%,7th December 2015,QM2PV1597379
935,Boss' Life,"Snoop Dogg, Akon",03:22,91,C Major,-4.5db,50%,85%,31%,68%,59%,38%,0%,1st January 2006,USUM70617114
936,Withered Skin,Hateful Monday,02:28,156,A Minor,-5.04db,0%,69%,3%,46%,70%,31%,0%,24th June 2016,FR5MU1608811
937,Doing Too Much - Main,"Paula DeAnda, Baby Bash",04:07,141,D Major,-5.12db,48%,67%,9%,72%,72%,34%,0%,20th June 2021,USAR10600176
938,On Your Side,The Last Brigade,02:48,164,C Major,-4.62db,0%,98%,9%,40%,60%,23%,5%,24th June 2016,FR5MU1608803
939,Wings For Marie (Pt 1),TOOL,06:11,93,D Major,-14.48db,52%,34%,4%,24%,4%,11%,89%,28th April 2006,USVR10600021
940,Spanish Lullaby,Marc Pattison,03:25,95,B Major,-7.61db,0%,49%,3%,39%,27%,24%,93%,7th December 2015,QM2PV1597374
941,Scenarios,"Chong-Nee, Niki Ahu",03:40,125,G Minor,-5.9db,27%,53%,4%,66%,39%,6%,0%,20th June 2021,NZKT00600013
942,Classical Rain,Marc Pattison,03:21,120,C# Minor,-7.35db,0%,35%,4%,24%,21%,14%,83%,7th December 2015,QM2PV1597369
943,Hey,Red Hot Chili Peppers,05:39,123,G# Major,-6.25db,55%,58%,4%,82%,74%,10%,0%,9th May 2006,USWB10601603
944,Chosen Road,MSL JAX,04:18,150,G Minor,-4.69db,0%,96%,7%,42%,54%,37%,0%,24th June 2016,FR5MU1608813
945,SexyBack,"Justin Timberlake, Timbaland",04:02,117,G Minor,-5.66db,57%,60%,7%,97%,96%,5%,0%,13th September 2006,USJI10600283
946,No Escape,Jwonder,04:30,120,D# Major,-9.35db,0%,64%,12%,58%,55%,12%,0%,3rd July 2014,TCABY1435208
947,Primavera,"Ludovico Einaudi, Robert Ziegler, Royal Philharmonic Orchestra",07:22,142,C Minor,-13.59db,63%,21%,3%,23%,14%,17%,86%,1st January 2006,ITB280600006
948,So You Think You Can Dance,G.A.S. Drummers,03:25,95,B Minor,-3.6db,0%,99%,10%,42%,29%,32%,0%,24th June 2016,FR5MU1608809
949,Help Yourself,Tom Jones,02:50,91,D# Major,-6.97db,42%,77%,5%,61%,90%,74%,0%,1st January 2006,GBF076820070
950,So You Think You Can Dance,Baby Chaos,03:33,87,A Major,-4.08db,0%,97%,21%,41%,43%,14%,0%,24th June 2016,FR5MU1608802
951,Bésame Mucho,Andrea Bocelli,04:01,95,F Minor,-8.52db,61%,50%,3%,52%,38%,19%,2%,1st January 2006,ITZ040500133
952,Revealed,"Jwonder, Earl Rayfield",04:13,119,B Minor,-7.9db,0%,62%,4%,55%,59%,16%,0%,3rd July 2014,TCABY1435200
953,Still Take You Home,Arctic Monkeys,02:53,109,G# Major,-4.19db,45%,95%,4%,60%,65%,10%,0%,29th January 2006,GBCEL0501185
954,Up,Marc Pattison,03:13,199,B Major,-7.76db,0%,54%,4%,13%,49%,6%,82%,7th December 2015,QM2PV1597378
955,Forever,Papa Roach,04:06,108,D Minor,-5.99db,57%,57%,3%,58%,34%,12%,0%,1st January 2006,USUM70605348
956,Outerspace Rodeo,Marc Pattison,03:33,88,C# Major,-7.12db,0%,88%,4%,50%,73%,31%,85%,7th December 2015,QM2PV1597373
957,What Goes Around...Comes Around - Radio Edit,Justin Timberlake,05:13,76,G Major,-5.16db,57%,70%,6%,72%,50%,14%,0%,19th December 2006,USJI10601102
958,Found,"Jwonder, Blake Wallace, Earl Rayfield",05:02,104,F Major,-11.52db,0%,58%,4%,47%,71%,11%,22%,3rd July 2014,TCABY1435362
959,Back Like That,"Ghostface Killah, Ne-Yo",04:02,96,G# Major,-5.15db,50%,66%,19%,72%,49%,6%,0%,1st January 2006,USUM70507576
960,"Techno Cowboy, Pt. 1",Marc Pattison,03:24,136,D Major,-6.3db,0%,89%,5%,62%,60%,25%,81%,7th December 2015,QM2PV1597375
961,Me & U - Remix,"Cassie, Diddy, Yung Joc",04:47,100,C# Major,-4.97db,43%,51%,5%,82%,61%,9%,0%,14th August 2006,USBB40610338
962,Cosmic Crusader,Marc Pattison,04:08,130,G Major,-6.77db,0%,93%,5%,52%,47%,44%,91%,7th December 2015,QM2PV1597370
963,Lil Star,Kelis,04:55,120,A Major,-6.18db,24%,71%,4%,85%,63%,34%,0%,22nd August 2006,USJI10600420
964,March 4th,Marc Pattison,03:31,105,C# Major,-5.84db,0%,88%,4%,48%,70%,3%,80%,7th December 2015,QM2PV1597366
965,Love Generation,"Bob Sinclar, Gary Pine",08:52,128,C# Major,-5.03db,58%,81%,8%,72%,51%,10%,0%,20th June 2021,FR4E40500170
966,Morning Sun,Marc Pattison,03:14,77,C# Major,-18.01db,0%,25%,4%,55%,71%,10%,86%,7th December 2015,QM2PV1597377
967,Black Swan,Thom Yorke,04:49,101,C Major,-7.29db,55%,80%,3%,62%,53%,12%,76%,10th July 2006,GBBKS0600030
968,Disconnect the Dots,Cooper,02:32,107,E Major,-5.06db,0%,96%,6%,63%,30%,36%,0%,24th June 2016,FR5MU1608810
969,Only You,Joshua Radin,02:29,98,G# Major,-14.84db,55%,26%,3%,55%,83%,8%,0%,20th June 2021,USSM10601285
970,Flatfoot 5,Marc Pattison,02:50,158,A Minor,-3.72db,0%,92%,6%,33%,15%,8%,89%,7th December 2015,QM2PV1597372
971,Someday,Nina,03:34,133,F# Major,-11.2db,64%,21%,4%,56%,51%,10%,0%,23rd August 2006,PHW010600930
972,Cornered,Anton Welin,03:17,143,E Major,-16.12db,0%,33%,6%,54%,93%,16%,0%,19th November 2017,QZANL1759798
973,Suddenly - Xanadu/Soundtrack Version,"Olivia Newton-John, Cliff Richard",04:00,137,G# Major,-14.29db,46%,34%,3%,57%,27%,12%,0%,18th December 2006,USMC18010385
974,We Were Youth,Flying Donuts,04:07,101,F# Major,-5.04db,0%,88%,8%,27%,67%,44%,7%,24th June 2016,FR5MU1608804
975,the WORLD,"Nightmare, DEATH NOTE デスノート",03:54,95,B Minor,-2.36db,63%,94%,4%,49%,82%,31%,0%,18th October 2006,JPVP00609901
976,Sleepy Hallow,Marc Pattison,03:28,119,C# Major,-10.11db,0%,68%,3%,56%,17%,14%,86%,7th December 2015,QM2PV1597362
977,Kiss an Angel Good Mornin',Charley Pride,02:03,132,E Major,-10.84db,50%,50%,3%,68%,91%,37%,0%,8th May 2006,USRN19500248
978,Dirty S Hwy,Jwonder,03:33,135,F Major,-8.08db,0%,79%,5%,43%,54%,14%,0%,3rd July 2014,TCABY1435197
979,Love Hurts,Incubus,03:57,78,E Minor,-4.06db,57%,81%,3%,47%,41%,18%,0%,28th November 2006,USSM10604653
980,Downtown Blues,Marc Pattison,03:23,110,C# Major,-9.7db,0%,52%,3%,49%,37%,11%,81%,7th December 2015,QM2PV1597368
981,...To Be Loved,Papa Roach,03:02,96,G# Major,-3.16db,55%,98%,8%,48%,48%,51%,0%,1st January 2006,USUM70605315
982,The President's Daughters,Jwonder,03:42,114,A# Minor,-8.66db,0%,66%,5%,51%,59%,18%,0%,3rd July 2014,TCABY1435238
983,Should've Said No,Taylor Swift,04:02,168,E Minor,-3.77db,61%,78%,3%,48%,47%,20%,0%,24th October 2006,USCJY0603021
984,Paralyzed,The Black Zombie Procession,03:48,154,G# Major,-4.22db,0%,96%,7%,48%,37%,44%,24%,24th June 2016,FR5MU1608808
985,El Cielo,"Radio Citizen, Bajka",03:03,76,A Minor,-15.36db,49%,31%,7%,74%,46%,8%,15%,26th September 2006,USUR40619606
986,Light at the End of the Tunnel,Marc Pattison,03:36,120,C Major,-5.47db,0%,71%,5%,42%,72%,7%,2%,7th December 2015,QM2PV1597367
987,Red Light Indicates Doors Are Secured,Arctic Monkeys,02:23,111,B Minor,-4.83db,45%,85%,3%,62%,91%,10%,0%,29th January 2006,GBCEL0501187
988,My Life Season 3 Episode 1,Ghost on tape,01:53,180,G Major,-4.24db,0%,90%,7%,35%,64%,23%,0%,24th June 2016,FR5MU1608801
989,Push It,Rick Ross,03:28,151,G Major,-7.12db,61%,77%,25%,66%,77%,38%,0%,1st January 2006,USUM70605231
990,Redemption Walking,Jwonder,04:39,120,D Minor,-13.21db,0%,55%,6%,48%,32%,18%,0%,3rd July 2014,TCABY1435360
991,Big Girls Don't Cry (Personal),Fergie,04:28,113,G Major,-4.27db,75%,64%,3%,71%,25%,9%,0%,1st January 2006,USUM70609115
992,Family Day,Forest Pooky,03:43,135,C# Major,-4.57db,0%,51%,3%,69%,43%,13%,0%,24th June 2016,FR5MU1608807
993,Boa Sorte,"Vanessa Da Mata, Ben Harper",03:44,111,B Major,-9.17db,58%,56%,4%,78%,33%,17%,0%,20th June 2021,BRSME0700196
994,Getaway,Anton Welin,02:30,93,A Major,-13.12db,0%,51%,4%,66%,56%,21%,0%,19th November 2017,QZANL1759794
995,Lose Control,"Missy Elliott, Ciara, Fatman Scoop",03:47,125,E Minor,-7.03db,55%,79%,14%,91%,81%,5%,1%,4th September 2006,USEE10414023
996,"Techno Cowboy, Pt. 2",Marc Pattison,03:33,128,D Major,-4.52db,0%,96%,9%,54%,35%,12%,89%,7th December 2015,QM2PV1597376
997,What I've Been Looking For (Reprise),"Troy, Gabriella Montez",01:19,110,A Major,-12.35db,54%,27%,4%,58%,23%,16%,0%,1st January 2006,USWD10527738
998,Out There,Marc Pattison,03:38,127,C# Major,-7.12db,0%,75%,6%,45%,29%,36%,70%,7th December 2015,QM2PV1597361
999,Nobody Knows,P!nk,03:57,134,G# Major,-6.85db,53%,48%,3%,49%,13%,13%,0%,4th April 2006,USLF20600023
1000,Always on My Mind,Tiki Taane,02:56,120,F# Minor,-10.88db,52%,30%,5%,93%,62%,9%,0%,20th June 2021,NZDD00700017
1001,Anthem for the Year 2000,Silverchair,04:07,177,D Major,-7.51db,48%,77%,5%,33%,45%,27%,0%,8th March 1999,AUSM09800224
1002,Bartender,"T-Pain, Akon",03:58,105,G# Major,-8.5db,76%,39%,6%,83%,44%,22%,0%,5th June 2007,USJI10700366
1003,Best of 2012: Payphone / Call Me Maybe / Wide Awake / Starships / We A...,Anthem Lights,03:29,136,B Major,-6db,56%,42%,4%,38%,29%,37%,0%,16th October 2015,QMF921550113
1004,Beautiful Girls,Sean Kingston,03:45,130,C# Minor,-6.08db,78%,66%,7%,76%,77%,26%,0%,23rd July 2007,USSM10701781
1005,The Year 2003 Minus 25 - Remastered,"Waylon Jennings, Willie Nelson",03:04,102,E Major,-13.79db,45%,46%,4%,63%,47%,7%,0%,1st January 1978,USRN10000383
1006,Buy U a Drank (Shawty Snappin'),"T-Pain, Yung Joc",03:47,80,C# Major,-8.14db,77%,55%,12%,69%,61%,7%,0%,5th June 2007,USJI10700121
1007,Best of 2011: Just the Way You Are / For the First Time / Someone Like...,Anthem Lights,03:03,122,E Major,-7.49db,51%,34%,3%,42%,33%,11%,0%,16th October 2015,QMF921550112
1008,Electric Feel,MGMT,03:49,103,C# Major,-3.71db,78%,80%,4%,76%,56%,35%,29%,14th December 2007,USSM10702131
1009,Year 2000,Matias Grandom,03:14,130,A Major,-13.82db,20%,39%,5%,69%,28%,11%,59%,22nd February 2019,GBSMU7563810
1010,Stronger,Kanye West,05:11,104,A# Minor,-7.86db,81%,72%,15%,62%,49%,41%,0%,11th September 2007,USUM70741299
1011,Best of 2009: Whatcha’ Say / Use Somebody / Halo / I'm Yours / Just ...,Anthem Lights,03:29,129,B Major,-6.24db,48%,38%,3%,45%,47%,27%,0%,16th October 2015,QMF921550110
1012,No One,Alicia Keys,04:13,90,C# Minor,-5.42db,79%,55%,3%,64%,17%,13%,0%,9th November 2007,USJAY0700190
1013,Year 2008 - MSZ Remix,"Suffused, MSZ",07:37,127,A Minor,-6.13db,21%,87%,3%,59%,45%,16%,85%,6th January 2020,UKR6V2020015
1014,Bubbly,Colbie Caillat,03:16,128,A Major,-6.68db,68%,48%,4%,69%,26%,12%,0%,1st January 2007,USUM70736197
1015,Best of 2010: Baby / Break Even / Need You Now / Dynamite / Tik Tok / ...,Anthem Lights,02:35,120,F Major,-6.26db,44%,44%,3%,42%,47%,22%,0%,16th October 2015,QMF921550111
1016,505,Arctic Monkeys,04:13,140,C Major,-5.82db,77%,87%,6%,53%,25%,9%,0%,22nd April 2007,GBCEL0700074
